task_id,status,mode,total_time_s,receipts_json,duality_gap,gamma_max_resid
7d18a6fb,validated,convex,0.0004,"[{""stage"": ""01_load"", ""status"": ""ok"", ""time_s"": 0.0003731250762939453, ""error"": null}, {""stage"": ""02_canonicalize_pose"", ""status"": ""skip"", ""time_s"": 0.0, ""error"": null}, {""stage"": ""03_infer_invariants"", ""status"": ""skip"", ""time_s"": 0.0, ""error"": null}, {""stage"": ""04_build_potential"", ""status"": ""skip"", ""time_s"": 0.0, ""error"": null}, {""stage"": ""05_solve_convex"", ""status"": ""skip"", ""time_s"": 0.0, ""error"": null}, {""stage"": ""07_snap"", ""status"": ""skip"", ""time_s"": 0.0, ""error"": null}]",,
7d1f7ee8,validated,convex,0.0010,"[{""stage"": ""01_load"", ""status"": ""ok"", ""time_s"": 0.0010008811950683594, ""error"": null}, {""stage"": ""02_canonicalize_pose"", ""status"": ""skip"", ""time_s"": 9.5367431640625e-07, ""error"": null}, {""stage"": ""03_infer_invariants"", ""status"": ""skip"", ""time_s"": 0.0, ""error"": null}, {""stage"": ""04_build_potential"", ""status"": ""skip"", ""time_s"": 0.0, ""error"": null}, {""stage"": ""05_solve_convex"", ""status"": ""skip"", ""time_s"": 0.0, ""error"": null}, {""stage"": ""07_snap"", ""status"": ""skip"", ""time_s"": 0.0, ""error"": null}]",,
7d419a02,validated,convex,0.0006,"[{""stage"": ""01_load"", ""status"": ""ok"", ""time_s"": 0.0005886554718017578, ""error"": null}, {""stage"": ""02_canonicalize_pose"", ""status"": ""skip"", ""time_s"": 0.0, ""error"": null}, {""stage"": ""03_infer_invariants"", ""status"": ""skip"", ""time_s"": 0.0, ""error"": null}, {""stage"": ""04_build_potential"", ""status"": ""skip"", ""time_s"": 0.0, ""error"": null}, {""stage"": ""05_solve_convex"", ""status"": ""skip"", ""time_s"": 0.0, ""error"": null}, {""stage"": ""07_snap"", ""status"": ""skip"", ""time_s"": 0.0, ""error"": null}]",,
7d7772cc,validated,convex,0.0003,"[{""stage"": ""01_load"", ""status"": ""ok"", ""time_s"": 0.0003142356872558594, ""error"": null}, {""stage"": ""02_canonicalize_pose"", ""status"": ""skip"", ""time_s"": 0.0, ""error"": null}, {""stage"": ""03_infer_invariants"", ""status"": ""skip"", ""time_s"": 0.0, ""error"": null}, {""stage"": ""04_build_potential"", ""status"": ""skip"", ""time_s"": 0.0, ""error"": null}, {""stage"": ""05_solve_convex"", ""status"": ""skip"", ""time_s"": 0.0, ""error"": null}, {""stage"": ""07_snap"", ""status"": ""skip"", ""time_s"": 0.0, ""error"": null}]",,
7ddcd7ec,validated,convex,0.0002,"[{""stage"": ""01_load"", ""status"": ""ok"", ""time_s"": 0.00023293495178222656, ""error"": null}, {""stage"": ""02_canonicalize_pose"", ""status"": ""skip"", ""time_s"": 0.0, ""error"": null}, {""stage"": ""03_infer_invariants"", ""status"": ""skip"", ""time_s"": 0.0, ""error"": null}, {""stage"": ""04_build_potential"", ""status"": ""skip"", ""time_s"": 0.0, ""error"": null}, {""stage"": ""05_solve_convex"", ""status"": ""skip"", ""time_s"": 0.0, ""error"": null}, {""stage"": ""07_snap"", ""status"": ""skip"", ""time_s"": 0.0, ""error"": null}]",,
7df24a62,validated,convex,0.0013,"[{""stage"": ""01_load"", ""status"": ""ok"", ""time_s"": 0.0013110637664794922, ""error"": null}, {""stage"": ""02_canonicalize_pose"", ""status"": ""skip"", ""time_s"": 0.0, ""error"": null}, {""stage"": ""03_infer_invariants"", ""status"": ""skip"", ""time_s"": 0.0, ""error"": null}, {""stage"": ""04_build_potential"", ""status"": ""skip"", ""time_s"": 0.0, ""error"": null}, {""stage"": ""05_solve_convex"", ""status"": ""skip"", ""time_s"": 0.0, ""error"": null}, {""stage"": ""07_snap"", ""status"": ""skip"", ""time_s"": 0.0, ""error"": null}]",,
7e02026e,validated,convex,0.0003,"[{""stage"": ""01_load"", ""status"": ""ok"", ""time_s"": 0.0003457069396972656, ""error"": null}, {""stage"": ""02_canonicalize_pose"", ""status"": ""skip"", ""time_s"": 0.0, ""error"": null}, {""stage"": ""03_infer_invariants"", ""status"": ""skip"", ""time_s"": 0.0, ""error"": null}, {""stage"": ""04_build_potential"", ""status"": ""skip"", ""time_s"": 0.0, ""error"": null}, {""stage"": ""05_solve_convex"", ""status"": ""skip"", ""time_s"": 0.0, ""error"": null}, {""stage"": ""07_snap"", ""status"": ""skip"", ""time_s"": 0.0, ""error"": null}]",,
7e0986d6,validated,convex,0.0003,"[{""stage"": ""01_load"", ""status"": ""ok"", ""time_s"": 0.0002980232238769531, ""error"": null}, {""stage"": ""02_canonicalize_pose"", ""status"": ""skip"", ""time_s"": 0.0, ""error"": null}, {""stage"": ""03_infer_invariants"", ""status"": ""skip"", ""time_s"": 0.0, ""error"": null}, {""stage"": ""04_build_potential"", ""status"": ""skip"", ""time_s"": 0.0, ""error"": null}, {""stage"": ""05_solve_convex"", ""status"": ""skip"", ""time_s"": 0.0, ""error"": null}, {""stage"": ""07_snap"", ""status"": ""skip"", ""time_s"": 0.0, ""error"": null}]",,
7e2bad24,error,convex,0.0001,"[{""stage"": ""01_load"", ""status"": ""error"", ""time_s"": 0.00012969970703125, ""error"": ""NotImplementedError: /var/folders/w3/jzknl9pj2hz187ktjhl14xnr0000gn/T/tmpxi7unjg0.json: v1 supports a single test input; found 2 test pairs""}]",,
7e4d4f7c,validated,convex,0.0002,"[{""stage"": ""01_load"", ""status"": ""ok"", ""time_s"": 0.00019979476928710938, ""error"": null}, {""stage"": ""02_canonicalize_pose"", ""status"": ""skip"", ""time_s"": 0.0, ""error"": null}, {""stage"": ""03_infer_invariants"", ""status"": ""skip"", ""time_s"": 0.0, ""error"": null}, {""stage"": ""04_build_potential"", ""status"": ""skip"", ""time_s"": 0.0, ""error"": null}, {""stage"": ""05_solve_convex"", ""status"": ""skip"", ""time_s"": 0.0, ""error"": null}, {""stage"": ""07_snap"", ""status"": ""skip"", ""time_s"": 0.0, ""error"": null}]",,
7e576d6e,validated,convex,0.0142,"[{""stage"": ""01_load"", ""status"": ""ok"", ""time_s"": 0.01418924331665039, ""error"": null}, {""stage"": ""02_canonicalize_pose"", ""status"": ""skip"", ""time_s"": 0.0, ""error"": null}, {""stage"": ""03_infer_invariants"", ""status"": ""skip"", ""time_s"": 0.0, ""error"": null}, {""stage"": ""04_build_potential"", ""status"": ""skip"", ""time_s"": 0.0, ""error"": null}, {""stage"": ""05_solve_convex"", ""status"": ""skip"", ""time_s"": 0.0, ""error"": null}, {""stage"": ""07_snap"", ""status"": ""skip"", ""time_s"": 0.0, ""error"": null}]",,
7ec998c9,validated,convex,0.0002,"[{""stage"": ""01_load"", ""status"": ""ok"", ""time_s"": 0.00017404556274414062, ""error"": null}, {""stage"": ""02_canonicalize_pose"", ""status"": ""skip"", ""time_s"": 0.0, ""error"": null}, {""stage"": ""03_infer_invariants"", ""status"": ""skip"", ""time_s"": 0.0, ""error"": null}, {""stage"": ""04_build_potential"", ""status"": ""skip"", ""time_s"": 0.0, ""error"": null}, {""stage"": ""05_solve_convex"", ""status"": ""skip"", ""time_s"": 0.0, ""error"": null}, {""stage"": ""07_snap"", ""status"": ""skip"", ""time_s"": 0.0, ""error"": null}]",,
7ee1c6ea,validated,convex,0.0003,"[{""stage"": ""01_load"", ""status"": ""ok"", ""time_s"": 0.0002779960632324219, ""error"": null}, {""stage"": ""02_canonicalize_pose"", ""status"": ""skip"", ""time_s"": 0.0, ""error"": null}, {""stage"": ""03_infer_invariants"", ""status"": ""skip"", ""time_s"": 0.0, ""error"": null}, {""stage"": ""04_build_potential"", ""status"": ""skip"", ""time_s"": 0.0, ""error"": null}, {""stage"": ""05_solve_convex"", ""status"": ""skip"", ""time_s"": 0.0, ""error"": null}, {""stage"": ""07_snap"", ""status"": ""skip"", ""time_s"": 0.0, ""error"": null}]",,
7f4411dc,validated,convex,0.0003,"[{""stage"": ""01_load"", ""status"": ""ok"", ""time_s"": 0.00034689903259277344, ""error"": null}, {""stage"": ""02_canonicalize_pose"", ""status"": ""skip"", ""time_s"": 0.0, ""error"": null}, {""stage"": ""03_infer_invariants"", ""status"": ""skip"", ""time_s"": 0.0, ""error"": null}, {""stage"": ""04_build_potential"", ""status"": ""skip"", ""time_s"": 0.0, ""error"": null}, {""stage"": ""05_solve_convex"", ""status"": ""skip"", ""time_s"": 0.0, ""error"": null}, {""stage"": ""07_snap"", ""status"": ""skip"", ""time_s"": 0.0, ""error"": null}]",,
7fe24cdd,validated,convex,0.0001,"[{""stage"": ""01_load"", ""status"": ""ok"", ""time_s"": 0.0001049041748046875, ""error"": null}, {""stage"": ""02_canonicalize_pose"", ""status"": ""skip"", ""time_s"": 0.0, ""error"": null}, {""stage"": ""03_infer_invariants"", ""status"": ""skip"", ""time_s"": 0.0, ""error"": null}, {""stage"": ""04_build_potential"", ""status"": ""skip"", ""time_s"": 0.0, ""error"": null}, {""stage"": ""05_solve_convex"", ""status"": ""skip"", ""time_s"": 0.0, ""error"": null}, {""stage"": ""07_snap"", ""status"": ""skip"", ""time_s"": 0.0, ""error"": null}]",,
80214e03,validated,convex,0.0004,"[{""stage"": ""01_load"", ""status"": ""ok"", ""time_s"": 0.0003910064697265625, ""error"": null}, {""stage"": ""02_canonicalize_pose"", ""status"": ""skip"", ""time_s"": 0.0, ""error"": null}, {""stage"": ""03_infer_invariants"", ""status"": ""skip"", ""time_s"": 0.0, ""error"": null}, {""stage"": ""04_build_potential"", ""status"": ""skip"", ""time_s"": 0.0, ""error"": null}, {""stage"": ""05_solve_convex"", ""status"": ""skip"", ""time_s"": 0.0, ""error"": null}, {""stage"": ""07_snap"", ""status"": ""skip"", ""time_s"": 0.0, ""error"": null}]",,
80af3007,validated,convex,0.0005,"[{""stage"": ""01_load"", ""status"": ""ok"", ""time_s"": 0.00045418739318847656, ""error"": null}, {""stage"": ""02_canonicalize_pose"", ""status"": ""skip"", ""time_s"": 0.0, ""error"": null}, {""stage"": ""03_infer_invariants"", ""status"": ""skip"", ""time_s"": 0.0, ""error"": null}, {""stage"": ""04_build_potential"", ""status"": ""skip"", ""time_s"": 0.0, ""error"": null}, {""stage"": ""05_solve_convex"", ""status"": ""skip"", ""time_s"": 0.0, ""error"": null}, {""stage"": ""07_snap"", ""status"": ""skip"", ""time_s"": 0.0, ""error"": null}]",,
810b9b61,validated,convex,0.0004,"[{""stage"": ""01_load"", ""status"": ""ok"", ""time_s"": 0.0004258155822753906, ""error"": null}, {""stage"": ""02_canonicalize_pose"", ""status"": ""skip"", ""time_s"": 1.1920928955078125e-06, ""error"": null}, {""stage"": ""03_infer_invariants"", ""status"": ""skip"", ""time_s"": 0.0, ""error"": null}, {""stage"": ""04_build_potential"", ""status"": ""skip"", ""time_s"": 0.0, ""error"": null}, {""stage"": ""05_solve_convex"", ""status"": ""skip"", ""time_s"": 0.0, ""error"": null}, {""stage"": ""07_snap"", ""status"": ""skip"", ""time_s"": 0.0, ""error"": null}]",,
817e6c09,validated,convex,0.0003,"[{""stage"": ""01_load"", ""status"": ""ok"", ""time_s"": 0.0003070831298828125, ""error"": null}, {""stage"": ""02_canonicalize_pose"", ""status"": ""skip"", ""time_s"": 0.0, ""error"": null}, {""stage"": ""03_infer_invariants"", ""status"": ""skip"", ""time_s"": 0.0, ""error"": null}, {""stage"": ""04_build_potential"", ""status"": ""skip"", ""time_s"": 0.0, ""error"": null}, {""stage"": ""05_solve_convex"", ""status"": ""skip"", ""time_s"": 0.0, ""error"": null}, {""stage"": ""07_snap"", ""status"": ""skip"", ""time_s"": 0.0, ""error"": null}]",,
81c0276b,validated,convex,0.0004,"[{""stage"": ""01_load"", ""status"": ""ok"", ""time_s"": 0.0003631114959716797, ""error"": null}, {""stage"": ""02_canonicalize_pose"", ""status"": ""skip"", ""time_s"": 0.0, ""error"": null}, {""stage"": ""03_infer_invariants"", ""status"": ""skip"", ""time_s"": 0.0, ""error"": null}, {""stage"": ""04_build_potential"", ""status"": ""skip"", ""time_s"": 0.0, ""error"": null}, {""stage"": ""05_solve_convex"", ""status"": ""skip"", ""time_s"": 0.0, ""error"": null}, {""stage"": ""07_snap"", ""status"": ""skip"", ""time_s"": 0.0, ""error"": null}]",,
825aa9e9,validated,convex,0.0002,"[{""stage"": ""01_load"", ""status"": ""ok"", ""time_s"": 0.00023126602172851562, ""error"": null}, {""stage"": ""02_canonicalize_pose"", ""status"": ""skip"", ""time_s"": 0.0, ""error"": null}, {""stage"": ""03_infer_invariants"", ""status"": ""skip"", ""time_s"": 0.0, ""error"": null}, {""stage"": ""04_build_potential"", ""status"": ""skip"", ""time_s"": 0.0, ""error"": null}, {""stage"": ""05_solve_convex"", ""status"": ""skip"", ""time_s"": 0.0, ""error"": null}, {""stage"": ""07_snap"", ""status"": ""skip"", ""time_s"": 0.0, ""error"": null}]",,
82819916,validated,convex,0.0003,"[{""stage"": ""01_load"", ""status"": ""ok"", ""time_s"": 0.00026488304138183594, ""error"": null}, {""stage"": ""02_canonicalize_pose"", ""status"": ""skip"", ""time_s"": 0.0, ""error"": null}, {""stage"": ""03_infer_invariants"", ""status"": ""skip"", ""time_s"": 0.0, ""error"": null}, {""stage"": ""04_build_potential"", ""status"": ""skip"", ""time_s"": 0.0, ""error"": null}, {""stage"": ""05_solve_convex"", ""status"": ""skip"", ""time_s"": 0.0, ""error"": null}, {""stage"": ""07_snap"", ""status"": ""skip"", ""time_s"": 0.0, ""error"": null}]",,
83302e8f,validated,convex,0.0011,"[{""stage"": ""01_load"", ""status"": ""ok"", ""time_s"": 0.0011360645294189453, ""error"": null}, {""stage"": ""02_canonicalize_pose"", ""status"": ""skip"", ""time_s"": 0.0, ""error"": null}, {""stage"": ""03_infer_invariants"", ""status"": ""skip"", ""time_s"": 0.0, ""error"": null}, {""stage"": ""04_build_potential"", ""status"": ""skip"", ""time_s"": 0.0, ""error"": null}, {""stage"": ""05_solve_convex"", ""status"": ""skip"", ""time_s"": 0.0, ""error"": null}, {""stage"": ""07_snap"", ""status"": ""skip"", ""time_s"": 0.0, ""error"": null}]",,
833966f4,validated,convex,0.0001,"[{""stage"": ""01_load"", ""status"": ""ok"", ""time_s"": 6.604194641113281e-05, ""error"": null}, {""stage"": ""02_canonicalize_pose"", ""status"": ""skip"", ""time_s"": 0.0, ""error"": null}, {""stage"": ""03_infer_invariants"", ""status"": ""skip"", ""time_s"": 0.0, ""error"": null}, {""stage"": ""04_build_potential"", ""status"": ""skip"", ""time_s"": 0.0, ""error"": null}, {""stage"": ""05_solve_convex"", ""status"": ""skip"", ""time_s"": 0.0, ""error"": null}, {""stage"": ""07_snap"", ""status"": ""skip"", ""time_s"": 0.0, ""error"": null}]",,
833dafe3,validated,convex,0.0001,"[{""stage"": ""01_load"", ""status"": ""ok"", ""time_s"": 0.00010514259338378906, ""error"": null}, {""stage"": ""02_canonicalize_pose"", ""status"": ""skip"", ""time_s"": 0.0, ""error"": null}, {""stage"": ""03_infer_invariants"", ""status"": ""skip"", ""time_s"": 0.0, ""error"": null}, {""stage"": ""04_build_potential"", ""status"": ""skip"", ""time_s"": 0.0, ""error"": null}, {""stage"": ""05_solve_convex"", ""status"": ""skip"", ""time_s"": 0.0, ""error"": null}, {""stage"": ""07_snap"", ""status"": ""skip"", ""time_s"": 0.0, ""error"": null}]",,
834ec97d,validated,convex,0.0002,"[{""stage"": ""01_load"", ""status"": ""ok"", ""time_s"": 0.0001552104949951172, ""error"": null}, {""stage"": ""02_canonicalize_pose"", ""status"": ""skip"", ""time_s"": 0.0, ""error"": null}, {""stage"": ""03_infer_invariants"", ""status"": ""skip"", ""time_s"": 0.0, ""error"": null}, {""stage"": ""04_build_potential"", ""status"": ""skip"", ""time_s"": 0.0, ""error"": null}, {""stage"": ""05_solve_convex"", ""status"": ""skip"", ""time_s"": 0.0, ""error"": null}, {""stage"": ""07_snap"", ""status"": ""skip"", ""time_s"": 0.0, ""error"": null}]",,
83b6b474,validated,convex,0.0002,"[{""stage"": ""01_load"", ""status"": ""ok"", ""time_s"": 0.00015687942504882812, ""error"": null}, {""stage"": ""02_canonicalize_pose"", ""status"": ""skip"", ""time_s"": 0.0, ""error"": null}, {""stage"": ""03_infer_invariants"", ""status"": ""skip"", ""time_s"": 0.0, ""error"": null}, {""stage"": ""04_build_potential"", ""status"": ""skip"", ""time_s"": 0.0, ""error"": null}, {""stage"": ""05_solve_convex"", ""status"": ""skip"", ""time_s"": 0.0, ""error"": null}, {""stage"": ""07_snap"", ""status"": ""skip"", ""time_s"": 0.0, ""error"": null}]",,
83eb0a57,validated,convex,0.0010,"[{""stage"": ""01_load"", ""status"": ""ok"", ""time_s"": 0.0010423660278320312, ""error"": null}, {""stage"": ""02_canonicalize_pose"", ""status"": ""skip"", ""time_s"": 0.0, ""error"": null}, {""stage"": ""03_infer_invariants"", ""status"": ""skip"", ""time_s"": 0.0, ""error"": null}, {""stage"": ""04_build_potential"", ""status"": ""skip"", ""time_s"": 0.0, ""error"": null}, {""stage"": ""05_solve_convex"", ""status"": ""skip"", ""time_s"": 0.0, ""error"": null}, {""stage"": ""07_snap"", ""status"": ""skip"", ""time_s"": 0.0, ""error"": null}]",,
8403a5d5,validated,convex,0.0002,"[{""stage"": ""01_load"", ""status"": ""ok"", ""time_s"": 0.00023221969604492188, ""error"": null}, {""stage"": ""02_canonicalize_pose"", ""status"": ""skip"", ""time_s"": 0.0, ""error"": null}, {""stage"": ""03_infer_invariants"", ""status"": ""skip"", ""time_s"": 0.0, ""error"": null}, {""stage"": ""04_build_potential"", ""status"": ""skip"", ""time_s"": 0.0, ""error"": null}, {""stage"": ""05_solve_convex"", ""status"": ""skip"", ""time_s"": 0.0, ""error"": null}, {""stage"": ""07_snap"", ""status"": ""skip"", ""time_s"": 0.0, ""error"": null}]",,
84551f4c,error,convex,0.0001,"[{""stage"": ""01_load"", ""status"": ""error"", ""time_s"": 5.698204040527344e-05, ""error"": ""NotImplementedError: /var/folders/w3/jzknl9pj2hz187ktjhl14xnr0000gn/T/tmp_aiiaqpm.json: v1 supports a single test input; found 2 test pairs""}]",,
845d6e51,validated,convex,0.0005,"[{""stage"": ""01_load"", ""status"": ""ok"", ""time_s"": 0.0004520416259765625, ""error"": null}, {""stage"": ""02_canonicalize_pose"", ""status"": ""skip"", ""time_s"": 9.5367431640625e-07, ""error"": null}, {""stage"": ""03_infer_invariants"", ""status"": ""skip"", ""time_s"": 0.0, ""error"": null}, {""stage"": ""04_build_potential"", ""status"": ""skip"", ""time_s"": 0.0, ""error"": null}, {""stage"": ""05_solve_convex"", ""status"": ""skip"", ""time_s"": 0.0, ""error"": null}, {""stage"": ""07_snap"", ""status"": ""skip"", ""time_s"": 0.0, ""error"": null}]",,
846bdb03,validated,convex,0.0003,"[{""stage"": ""01_load"", ""status"": ""ok"", ""time_s"": 0.00030994415283203125, ""error"": null}, {""stage"": ""02_canonicalize_pose"", ""status"": ""skip"", ""time_s"": 0.0, ""error"": null}, {""stage"": ""03_infer_invariants"", ""status"": ""skip"", ""time_s"": 0.0, ""error"": null}, {""stage"": ""04_build_potential"", ""status"": ""skip"", ""time_s"": 0.0, ""error"": null}, {""stage"": ""05_solve_convex"", ""status"": ""skip"", ""time_s"": 0.0, ""error"": null}, {""stage"": ""07_snap"", ""status"": ""skip"", ""time_s"": 0.0, ""error"": null}]",,
84ba50d3,validated,convex,0.0003,"[{""stage"": ""01_load"", ""status"": ""ok"", ""time_s"": 0.00026226043701171875, ""error"": null}, {""stage"": ""02_canonicalize_pose"", ""status"": ""skip"", ""time_s"": 0.0, ""error"": null}, {""stage"": ""03_infer_invariants"", ""status"": ""skip"", ""time_s"": 0.0, ""error"": null}, {""stage"": ""04_build_potential"", ""status"": ""skip"", ""time_s"": 0.0, ""error"": null}, {""stage"": ""05_solve_convex"", ""status"": ""skip"", ""time_s"": 0.0, ""error"": null}, {""stage"": ""07_snap"", ""status"": ""skip"", ""time_s"": 0.0, ""error"": null}]",,
84db8fc4,validated,convex,0.0003,"[{""stage"": ""01_load"", ""status"": ""ok"", ""time_s"": 0.0002951622009277344, ""error"": null}, {""stage"": ""02_canonicalize_pose"", ""status"": ""skip"", ""time_s"": 0.0, ""error"": null}, {""stage"": ""03_infer_invariants"", ""status"": ""skip"", ""time_s"": 0.0, ""error"": null}, {""stage"": ""04_build_potential"", ""status"": ""skip"", ""time_s"": 0.0, ""error"": null}, {""stage"": ""05_solve_convex"", ""status"": ""skip"", ""time_s"": 0.0, ""error"": null}, {""stage"": ""07_snap"", ""status"": ""skip"", ""time_s"": 0.0, ""error"": null}]",,
84f2aca1,validated,convex,0.0004,"[{""stage"": ""01_load"", ""status"": ""ok"", ""time_s"": 0.0003559589385986328, ""error"": null}, {""stage"": ""02_canonicalize_pose"", ""status"": ""skip"", ""time_s"": 0.0, ""error"": null}, {""stage"": ""03_infer_invariants"", ""status"": ""skip"", ""time_s"": 0.0, ""error"": null}, {""stage"": ""04_build_potential"", ""status"": ""skip"", ""time_s"": 0.0, ""error"": null}, {""stage"": ""05_solve_convex"", ""status"": ""skip"", ""time_s"": 0.0, ""error"": null}, {""stage"": ""07_snap"", ""status"": ""skip"", ""time_s"": 0.0, ""error"": null}]",,
855e0971,validated,convex,0.0006,"[{""stage"": ""01_load"", ""status"": ""ok"", ""time_s"": 0.0005502700805664062, ""error"": null}, {""stage"": ""02_canonicalize_pose"", ""status"": ""skip"", ""time_s"": 0.0, ""error"": null}, {""stage"": ""03_infer_invariants"", ""status"": ""skip"", ""time_s"": 0.0, ""error"": null}, {""stage"": ""04_build_potential"", ""status"": ""skip"", ""time_s"": 9.5367431640625e-07, ""error"": null}, {""stage"": ""05_solve_convex"", ""status"": ""skip"", ""time_s"": 0.0, ""error"": null}, {""stage"": ""07_snap"", ""status"": ""skip"", ""time_s"": 0.0, ""error"": null}]",,
8597cfd7,validated,convex,0.0002,"[{""stage"": ""01_load"", ""status"": ""ok"", ""time_s"": 0.0001819133758544922, ""error"": null}, {""stage"": ""02_canonicalize_pose"", ""status"": ""skip"", ""time_s"": 0.0, ""error"": null}, {""stage"": ""03_infer_invariants"", ""status"": ""skip"", ""time_s"": 0.0, ""error"": null}, {""stage"": ""04_build_potential"", ""status"": ""skip"", ""time_s"": 0.0, ""error"": null}, {""stage"": ""05_solve_convex"", ""status"": ""skip"", ""time_s"": 0.0, ""error"": null}, {""stage"": ""07_snap"", ""status"": ""skip"", ""time_s"": 0.0, ""error"": null}]",,
85b81ff1,validated,convex,0.0005,"[{""stage"": ""01_load"", ""status"": ""ok"", ""time_s"": 0.0004558563232421875, ""error"": null}, {""stage"": ""02_canonicalize_pose"", ""status"": ""skip"", ""time_s"": 0.0, ""error"": null}, {""stage"": ""03_infer_invariants"", ""status"": ""skip"", ""time_s"": 0.0, ""error"": null}, {""stage"": ""04_build_potential"", ""status"": ""skip"", ""time_s"": 0.0, ""error"": null}, {""stage"": ""05_solve_convex"", ""status"": ""skip"", ""time_s"": 0.0, ""error"": null}, {""stage"": ""07_snap"", ""status"": ""skip"", ""time_s"": 0.0, ""error"": null}]",,
85c4e7cd,validated,convex,0.0003,"[{""stage"": ""01_load"", ""status"": ""ok"", ""time_s"": 0.00028395652770996094, ""error"": null}, {""stage"": ""02_canonicalize_pose"", ""status"": ""skip"", ""time_s"": 0.0, ""error"": null}, {""stage"": ""03_infer_invariants"", ""status"": ""skip"", ""time_s"": 0.0, ""error"": null}, {""stage"": ""04_build_potential"", ""status"": ""skip"", ""time_s"": 0.0, ""error"": null}, {""stage"": ""05_solve_convex"", ""status"": ""skip"", ""time_s"": 0.0, ""error"": null}, {""stage"": ""07_snap"", ""status"": ""skip"", ""time_s"": 0.0, ""error"": null}]",,
85fa5666,validated,convex,0.0003,"[{""stage"": ""01_load"", ""status"": ""ok"", ""time_s"": 0.0003170967102050781, ""error"": null}, {""stage"": ""02_canonicalize_pose"", ""status"": ""skip"", ""time_s"": 0.0, ""error"": null}, {""stage"": ""03_infer_invariants"", ""status"": ""skip"", ""time_s"": 0.0, ""error"": null}, {""stage"": ""04_build_potential"", ""status"": ""skip"", ""time_s"": 0.0, ""error"": null}, {""stage"": ""05_solve_convex"", ""status"": ""skip"", ""time_s"": 0.0, ""error"": null}, {""stage"": ""07_snap"", ""status"": ""skip"", ""time_s"": 0.0, ""error"": null}]",,
8618d23e,validated,convex,0.0001,"[{""stage"": ""01_load"", ""status"": ""ok"", ""time_s"": 8.606910705566406e-05, ""error"": null}, {""stage"": ""02_canonicalize_pose"", ""status"": ""skip"", ""time_s"": 0.0, ""error"": null}, {""stage"": ""03_infer_invariants"", ""status"": ""skip"", ""time_s"": 0.0, ""error"": null}, {""stage"": ""04_build_potential"", ""status"": ""skip"", ""time_s"": 0.0, ""error"": null}, {""stage"": ""05_solve_convex"", ""status"": ""skip"", ""time_s"": 0.0, ""error"": null}, {""stage"": ""07_snap"", ""status"": ""skip"", ""time_s"": 0.0, ""error"": null}]",,
868de0fa,validated,convex,0.0007,"[{""stage"": ""01_load"", ""status"": ""ok"", ""time_s"": 0.0006940364837646484, ""error"": null}, {""stage"": ""02_canonicalize_pose"", ""status"": ""skip"", ""time_s"": 0.0, ""error"": null}, {""stage"": ""03_infer_invariants"", ""status"": ""skip"", ""time_s"": 0.0, ""error"": null}, {""stage"": ""04_build_potential"", ""status"": ""skip"", ""time_s"": 0.0, ""error"": null}, {""stage"": ""05_solve_convex"", ""status"": ""skip"", ""time_s"": 0.0, ""error"": null}, {""stage"": ""07_snap"", ""status"": ""skip"", ""time_s"": 0.0, ""error"": null}]",,
8719f442,validated,convex,0.0002,"[{""stage"": ""01_load"", ""status"": ""ok"", ""time_s"": 0.00022912025451660156, ""error"": null}, {""stage"": ""02_canonicalize_pose"", ""status"": ""skip"", ""time_s"": 0.0, ""error"": null}, {""stage"": ""03_infer_invariants"", ""status"": ""skip"", ""time_s"": 0.0, ""error"": null}, {""stage"": ""04_build_potential"", ""status"": ""skip"", ""time_s"": 0.0, ""error"": null}, {""stage"": ""05_solve_convex"", ""status"": ""skip"", ""time_s"": 0.0, ""error"": null}, {""stage"": ""07_snap"", ""status"": ""skip"", ""time_s"": 0.0, ""error"": null}]",,
8731374e,validated,convex,0.0005,"[{""stage"": ""01_load"", ""status"": ""ok"", ""time_s"": 0.0004940032958984375, ""error"": null}, {""stage"": ""02_canonicalize_pose"", ""status"": ""skip"", ""time_s"": 0.0, ""error"": null}, {""stage"": ""03_infer_invariants"", ""status"": ""skip"", ""time_s"": 0.0, ""error"": null}, {""stage"": ""04_build_potential"", ""status"": ""skip"", ""time_s"": 0.0, ""error"": null}, {""stage"": ""05_solve_convex"", ""status"": ""skip"", ""time_s"": 9.5367431640625e-07, ""error"": null}, {""stage"": ""07_snap"", ""status"": ""skip"", ""time_s"": 0.0, ""error"": null}]",,
878187ab,validated,convex,0.0004,"[{""stage"": ""01_load"", ""status"": ""ok"", ""time_s"": 0.0003478527069091797, ""error"": null}, {""stage"": ""02_canonicalize_pose"", ""status"": ""skip"", ""time_s"": 0.0, ""error"": null}, {""stage"": ""03_infer_invariants"", ""status"": ""skip"", ""time_s"": 0.0, ""error"": null}, {""stage"": ""04_build_potential"", ""status"": ""skip"", ""time_s"": 0.0, ""error"": null}, {""stage"": ""05_solve_convex"", ""status"": ""skip"", ""time_s"": 0.0, ""error"": null}, {""stage"": ""07_snap"", ""status"": ""skip"", ""time_s"": 0.0, ""error"": null}]",,
